groupby,metoda,iloscDanych,czas[ms]
id-date,dfthreads,7000,27
id-date,dfthreads,7000,24
id-date,dfthreads,7000,20
id-date,dfthreads,7000,22
id-date,dfthreads,7000,21
id-date,dfthreads,7000,60
id-date,dfthreads,7000,35
id-date,dfthreads,7000,28
id-date,dfthreads,7000,35
id-date,dfthreads,7000,32
id-date,dfthreads,7000,34
id-date,dfthreads,7000,35
id-date,dfthreads,7000,34
id-date,dfthreads,7000,27
id-date,dfthreads,7000,29
id-date,dfthreads,7000,23
id-date,dfthreads,7000,24
id-date,dfthreads,7000,24
id-date,dfthreads,7000,38
id-date,dfthreads,7000,47
id-date,dfthreads,7000,39
id-date,dfthreads,7000,33
id-date,dfthreads,7000,34
id-date,dfthreads,7000,28
id-date,dfthreads,7000,27
id-date,dfthreads,7000,22
id-date,dfthreads,7000,20
id-date,dfthreads,7000,20
id-date,dfthreads,7000,22
id-date,dfthreads,7000,20
id-date,dfthreads,7000,21
id-date,dfthreads,7000,30
id-date,dfthreads,7000,23
id-date,dfthreads,7000,23
id-date,dfthreads,7000,24
id-date,dfthreads,7000,27
id-date,dfthreads,7000,22
id-date,dfthreads,7000,23
id-date,dfthreads,7000,23
id-date,dfthreads,7000,22
id-date,dfthreads,7000,22
id-date,dfthreads,7000,23
id-date,dfthreads,7000,24
id-date,dfthreads,7000,23
id-date,dfthreads,7000,23
id-date,dfthreads,7000,23
id-date,dfthreads,7000,25
id-date,dfthreads,7000,22
id-date,dfthreads,7000,23
id-date,dfthreads,7000,20
id-date,dfthreads,7000,29
id-date,dfthreads,7000,21
id-date,dfthreads,7000,20
id-date,dfthreads,7000,20
id-date,dfthreads,7000,21
id-date,dfthreads,7000,23
id-date,dfthreads,7000,21
id-date,dfthreads,7000,21
id-date,dfthreads,7000,21
id-date,dfthreads,7000,21
id-date,dfthreads,7000,23
id-date,dfthreads,7000,21
id-date,dfthreads,7000,20
id-date,dfthreads,7000,21
id-date,dfthreads,7000,22
id-date,dfthreads,7000,22
id-date,dfthreads,7000,22
id-date,dfthreads,7000,22
id-date,dfthreads,7000,22
id-date,dfthreads,7000,29
id-date,dfthreads,7000,21
id-date,dfthreads,7000,24
id-date,dfthreads,7000,21
id-date,dfthreads,7000,22
id-date,dfthreads,7000,24
id-date,dfthreads,7000,22
id-date,dfthreads,7000,22
id-date,dfthreads,7000,21
id-date,dfthreads,7000,32
id-date,dfthreads,7000,28
id-date,dfthreads,7000,27
id-date,df,7000,360
id-date,df,7000,123
id-date,df,7000,101
id-date,df,7000,84
id-date,df,7000,175
id-date,df,7000,52
id-date,df,7000,43
id-date,df,7000,44
id-date,df,7000,39
id-date,df,7000,42
id-date,df,7000,56
id-date,df,7000,39
id-date,df,7000,35
id-date,df,7000,37
id-date,df,7000,25
id-date,df,7000,23
id-date,df,7000,22
id-date,df,7000,28
id-date,df,7000,29
id-date,df,7000,22
id-date,df,7000,40
id-date,df,7000,35
id-date,df,7000,24
id-date,df,7000,34
id-date,df,7000,43
id-date,df,7000,42
id-date,df,7000,56
id-date,df,7000,30
id-date,df,7000,53
id-date,df,7000,87
id-date,df,7000,41
id-date,df,7000,45
id-date,df,7000,29
id-date,df,7000,42
id-date,df,7000,169
id-date,df,7000,82
id-date,df,7000,58
id-date,df,7000,56
id-date,df,7000,47
id-date,df,7000,36
id-date,df,7000,29
id-date,df,7000,91
id-date,df,7000,33
id-date,df,7000,31
id-date,df,7000,46
id-date,df,7000,37
id-date,df,7000,20
id-date,df,7000,23
id-date,df,7000,43
id-date,df,7000,27
id-date,df,7000,21
id-date,df,7000,19
id-date,df,7000,20
id-date,df,7000,23
id-date,df,7000,20
id-date,df,7000,20
id-date,df,7000,21
id-date,df,7000,20
id-date,df,7000,21
id-date,df,7000,21
id-date,df,7000,27
id-date,df,7000,33
id-date,df,7000,20
id-date,df,7000,20
id-date,df,7000,21
id-date,df,7000,20
id-date,df,7000,18
id-date,df,7000,19
id-date,df,7000,21
id-date,df,7000,51
id-date,df,7000,21
id-date,df,7000,19
id-date,df,7000,20
id-date,df,7000,19
id-date,df,7000,19
id-date,df,7000,19
id-date,df,7000,18
id-date,df,7000,40
id-date,df,7000,58
id-date,df,7000,59
id-date,df,7000,56
id-date,df,7000,41
id-date,df,7000,39
id-date,df,7000,41
id-date,df,7000,41
id-date,df,7000,40
id-date,df,7000,40
id-date,df,7000,64
id-date,df,7000,58
id-date,df,7000,73
id-date,df,7000,36
id-date,df,7000,35
id-date,df,7000,21
id-date,df,7000,20
id-date,df,7000,20
id-date,df,7000,20
id-date,df,7000,19
id-date,df,7000,22
id-date,df,7000,20
id-date,df,7000,19
id-date,df,7000,19
id-date,df,7000,18
id-date,df,7000,32
id-date,df,7000,48
id-date,df,7000,43
id-date,df,7000,44
id-date,df,7000,44
id-date,df,7000,44
id-date,df,7000,42
id-date,df,7000,41
id-date,df,7000,41
id-date,df,7000,40
id-date,df,7000,39
id-date,df,7000,46
id-date,df,7000,57
id-date,df,7000,58
id-date,df,7000,57
id-date,df,7000,68
id-date,df,7000,62
id-date,df,7000,76
id-date,df,7000,66
id-date,df,7000,63
id-date,df,7000,66
id-date,df,7000,65
id-date,df,7000,63
id-date,df,7000,68
id-date,df,7000,61
id-date,df,7000,58
id-date,df,7000,54
id-date,df,7000,59
id-date,df,7000,58
id-date,df,7000,71
id-date,df,7000,51
id-date,df,7000,20
id-date,df,7000,19
id-date,df,7000,19
id-date,df,7000,19
id-date,df,7000,20
id-date,df,7000,19
id-date,df,7000,19
id-date,df,7000,18
id-date,df,7000,18
id-date,df,7000,18
id-date,df,7000,19
id-date,df,7000,32
id-date,df,7000,37
id-date,df,7000,37
id-date,df,7000,39
id-date,df,7000,35
id-date,df,7000,34
id-date,df,7000,36
id-date,df,7000,36
id-date,df,7000,36
id-date,df,7000,35
id-date,df,7000,34
id-date,df,7000,35
id-date,df,7000,34
id-date,df,7000,38
id-date,df,7000,36
id-date,df,7000,37
id-date,df,7000,34
id-date,df,7000,37
id-date,df,7000,41
id-date,df,7000,58
id-date,df,7000,44
id-date,df,7000,21
id-date,df,7000,23
id-date,df,7000,23
id-date,df,7000,23
id-date,df,7000,24
id-date,df,7000,25
id-date,df,7000,29
id-date,df,7000,23
id-date,df,7000,25
id-date,df,7000,22
id-date,df,7000,19
id-date,df,7000,25
id-date,df,7000,18
id-date,df,7000,22
id-date,df,7000,23
id-date,df,7000,20
id-date,df,7000,21
id-date,df,7000,20
id-date,df,7000,21
id-date,df,7000,20
id-date,df,7000,21
id-date,df,7000,36
id-date,df,7000,19
id-date,df,7000,21
id-date,df,7000,21
id-date,df,7000,19
id-date,df,7000,20
id-date,df,7000,21
id-date,df,7000,19
id-date,df,7000,19
id-date,df,7000,18
id-date,df,7000,41
id-date,df,7000,42
id-date,df,7000,43
id-date,df,7000,43
